"","gene_id","gene_type","gene_short_name","chr"
"ENSMUSG00000038510","ENSMUSG00000038510","protein_coding","Rpf2","chr10"
"ENSMUSG00000019837","ENSMUSG00000019837","protein_coding","Gtf3c6","chr10"
"ENSMUSG00000111665","ENSMUSG00000111665","lincRNA","RP23-371K6.1","chr10"
"ENSMUSG00000075232","ENSMUSG00000075232","protein_coding","Amd1","chr10"
"ENSMUSG00000038481","ENSMUSG00000038481","protein_coding","Cdk19","chr10"
"ENSMUSG00000019834","ENSMUSG00000019834","protein_coding","Slc22a16","chr10"
"ENSMUSG00000063428","ENSMUSG00000063428","protein_coding","Ddo","chr10"
"ENSMUSG00000045555","ENSMUSG00000045555","protein_coding","Mettl24","chr10"
"ENSMUSG00000038446","ENSMUSG00000038446","protein_coding","Cdc40","chr10"
"ENSMUSG00000019831","ENSMUSG00000019831","protein_coding","Wasf1","chr10"
"ENSMUSG00000111098","ENSMUSG00000111098","lincRNA","RP24-489N16.1","chr10"
"ENSMUSG00000046922","ENSMUSG00000046922","protein_coding","Gpr6","chr10"
"ENSMUSG00000111576","ENSMUSG00000111576","lincRNA","RP23-381I17.3","chr10"
"ENSMUSG00000111587","ENSMUSG00000111587","lincRNA","RP23-381I17.2","chr10"
"ENSMUSG00000038417","ENSMUSG00000038417","protein_coding","Fig4","chr10"
"ENSMUSG00000091415","ENSMUSG00000091415","protein_coding","Ak9","chr10"
"ENSMUSG00000019826","ENSMUSG00000019826","protein_coding","Zbtb24","chr10"
"ENSMUSG00000019823","ENSMUSG00000019823","protein_coding","Mical1","chr10"
"ENSMUSG00000019822","ENSMUSG00000019822","protein_coding","Smpd2","chr10"
"ENSMUSG00000078451","ENSMUSG00000078451","protein_coding","Ppil6","chr10"
"ENSMUSG00000019818","ENSMUSG00000019818","protein_coding","Cd164","chr10"
"ENSMUSG00000075225","ENSMUSG00000075225","protein_coding","Ccdc162","chr10"
"ENSMUSG00000019813","ENSMUSG00000019813","protein_coding","Cep57l1","chr10"
"ENSMUSG00000038332","ENSMUSG00000038332","protein_coding","Sesn1","chr10"
"ENSMUSG00000071324","ENSMUSG00000071324","protein_coding","Armc2","chr10"
"ENSMUSG00000048756","ENSMUSG00000048756","protein_coding","Foxo3","chr10"
"ENSMUSG00000038302","ENSMUSG00000038302","protein_coding","Lace1","chr10"
"ENSMUSG00000019804","ENSMUSG00000019804","protein_coding","Snx3","chr10"
"ENSMUSG00000019803","ENSMUSG00000019803","protein_coding","Nr2e1","chr10"
"ENSMUSG00000038280","ENSMUSG00000038280","protein_coding","Ostm1","chr10"
"ENSMUSG00000019802","ENSMUSG00000019802","protein_coding","Sec63","chr10"
"ENSMUSG00000097008","ENSMUSG00000097008","lincRNA","Gm26860","chr10"
"ENSMUSG00000044770","ENSMUSG00000044770","protein_coding","Scml4","chr10"
"ENSMUSG00000111086","ENSMUSG00000111086","lincRNA","RP23-240G3.3","chr10"
"ENSMUSG00000038248","ENSMUSG00000038248","protein_coding","Sobp","chr10"
"ENSMUSG00000045008","ENSMUSG00000045008","protein_coding","9030612E09Rik","chr10"
"ENSMUSG00000038240","ENSMUSG00000038240","protein_coding","Pdss2","chr10"
"ENSMUSG00000038214","ENSMUSG00000038214","protein_coding","Bend3","chr10"
"ENSMUSG00000111368","ENSMUSG00000111368","lincRNA","RP23-288B18.2","chr10"
"ENSMUSG00000045886","ENSMUSG00000045886","protein_coding","Gm9803","chr10"
"ENSMUSG00000019797","ENSMUSG00000019797","protein_coding","1700021F05Rik","chr10"
"ENSMUSG00000047139","ENSMUSG00000047139","protein_coding","Cd24a","chr10"
"ENSMUSG00000075184","ENSMUSG00000075184","lincRNA","F930017D23Rik","chr10"
"ENSMUSG00000111565","ENSMUSG00000111565","lincRNA","RP23-177D16.3","chr10"
"ENSMUSG00000111749","ENSMUSG00000111749","lincRNA","RP23-177D16.4","chr10"
"ENSMUSG00000111575","ENSMUSG00000111575","lincRNA","RP23-177D16.5","chr10"
"ENSMUSG00000111377","ENSMUSG00000111377","lincRNA","RP23-402F24.3","chr10"
"ENSMUSG00000111422","ENSMUSG00000111422","lincRNA","1700027J07Rik","chr10"
"ENSMUSG00000111342","ENSMUSG00000111342","lincRNA","RP23-402F24.5","chr10"
"ENSMUSG00000019863","ENSMUSG00000019863","protein_coding","Qrsl1","chr10"
"ENSMUSG00000019864","ENSMUSG00000019864","protein_coding","Rtn4ip1","chr10"
"ENSMUSG00000019866","ENSMUSG00000019866","protein_coding","Aim1","chr10"
"ENSMUSG00000075162","ENSMUSG00000075162","pseudogene","Gm10812","chr10"
"ENSMUSG00000038160","ENSMUSG00000038160","protein_coding","Atg5","chr10"
"ENSMUSG00000111078","ENSMUSG00000111078","lincRNA","RP23-145G7.2","chr10"
"ENSMUSG00000038151","ENSMUSG00000038151","protein_coding","Prdm1","chr10"
"ENSMUSG00000111463","ENSMUSG00000111463","lincRNA","RP23-145G7.3","chr10"
"ENSMUSG00000111116","ENSMUSG00000111116","lincRNA","RP24-167A12.4","chr10"
"ENSMUSG00000111535","ENSMUSG00000111535","lincRNA","RP24-167A12.1","chr10"
"ENSMUSG00000111034","ENSMUSG00000111034","lincRNA","RP24-167A12.2","chr10"
"ENSMUSG00000111362","ENSMUSG00000111362","lincRNA","RP24-167A12.3","chr10"
"ENSMUSG00000111494","ENSMUSG00000111494","lincRNA","RP24-167A12.6","chr10"
"ENSMUSG00000110893","ENSMUSG00000110893","lincRNA","RP23-188F7.1","chr10"
"ENSMUSG00000111868","ENSMUSG00000111868","lincRNA","RP24-275P22.1","chr10"
"ENSMUSG00000110898","ENSMUSG00000110898","lincRNA","RP24-275P22.3","chr10"
"ENSMUSG00000110891","ENSMUSG00000110891","lincRNA","RP23-199N18.2","chr10"
"ENSMUSG00000019849","ENSMUSG00000019849","protein_coding","Prep","chr10"
"ENSMUSG00000019848","ENSMUSG00000019848","protein_coding","Popdc3","chr10"
"ENSMUSG00000071317","ENSMUSG00000071317","protein_coding","Bves","chr10"
"ENSMUSG00000063804","ENSMUSG00000063804","protein_coding","Lin28b","chr10"
"ENSMUSG00000038822","ENSMUSG00000038822","protein_coding","Hace1","chr10"
"ENSMUSG00000110874","ENSMUSG00000110874","lincRNA","RP24-295B16.1","chr10"
"ENSMUSG00000111182","ENSMUSG00000111182","lincRNA","RP23-373D18.1","chr10"
"ENSMUSG00000110843","ENSMUSG00000110843","lincRNA","RP24-165I13.1","chr10"
"ENSMUSG00000111419","ENSMUSG00000111419","lincRNA","RP23-116E8.2","chr10"
"ENSMUSG00000111262","ENSMUSG00000111262","lincRNA","RP23-246J13.1","chr10"
"ENSMUSG00000056073","ENSMUSG00000056073","protein_coding","Grik2","chr10"
"ENSMUSG00000097884","ENSMUSG00000097884","lincRNA","Gm26543","chr10"
"ENSMUSG00000111202","ENSMUSG00000111202","lincRNA","RP24-236E2.3","chr10"
"ENSMUSG00000038774","ENSMUSG00000038774","protein_coding","Ascc3","chr10"
"ENSMUSG00000019913","ENSMUSG00000019913","protein_coding","Sim1","chr10"
"ENSMUSG00000062593","ENSMUSG00000062593","protein_coding","Lilrb4a","chr10"
"ENSMUSG00000019909","ENSMUSG00000019909","protein_coding","Fam162b","chr10"
"ENSMUSG00000019905","ENSMUSG00000019905","protein_coding","Gprc6a","chr10"
"ENSMUSG00000019900","ENSMUSG00000019900","protein_coding","Rfx6","chr10"
"ENSMUSG00000062224","ENSMUSG00000062224","protein_coding","4933411G06Rik","chr10"
"ENSMUSG00000049641","ENSMUSG00000049641","protein_coding","Vgll2","chr10"
"ENSMUSG00000019893","ENSMUSG00000019893","protein_coding","Ros1","chr10"
"ENSMUSG00000019891","ENSMUSG00000019891","protein_coding","Dcbld1","chr10"
"ENSMUSG00000019861","ENSMUSG00000019861","protein_coding","Gopc","chr10"
"ENSMUSG00000097704","ENSMUSG00000097704","protein_coding","Gm26741","chr10"
"ENSMUSG00000038624","ENSMUSG00000038624","protein_coding","Nepn","chr10"
"ENSMUSG00000023068","ENSMUSG00000023068","protein_coding","Nus1","chr10"
"ENSMUSG00000038602","ENSMUSG00000038602","protein_coding","Slc35f1","chr10"
"ENSMUSG00000038594","ENSMUSG00000038594","protein_coding","Cep85l","chr10"
"ENSMUSG00000038583","ENSMUSG00000038583","protein_coding","Pln","chr10"
"ENSMUSG00000056219","ENSMUSG00000056219","protein_coding","Tmem229b-ps","chr10"
"ENSMUSG00000058298","ENSMUSG00000058298","protein_coding","Mcm9","chr10"
"ENSMUSG00000019857","ENSMUSG00000019857","protein_coding","Asf1a","chr10"
"ENSMUSG00000019856","ENSMUSG00000019856","protein_coding","Fam184a","chr10"
"ENSMUSG00000003746","ENSMUSG00000003746","protein_coding","Man1a","chr10"
"ENSMUSG00000097069","ENSMUSG00000097069","lincRNA","Gm16998","chr10"
"ENSMUSG00000038122","ENSMUSG00000038122","protein_coding","Tbc1d32","chr10"
"ENSMUSG00000047669","ENSMUSG00000047669","protein_coding","Msl3l2","chr10"
"ENSMUSG00000050953","ENSMUSG00000050953","protein_coding","Gja1","chr10"
"ENSMUSG00000054758","ENSMUSG00000054758","protein_coding","Gm9956","chr10"
"ENSMUSG00000097370","ENSMUSG00000097370","lincRNA","4930467K11Rik","chr10"
"ENSMUSG00000019878","ENSMUSG00000019878","protein_coding","Hsf2","chr10"
"ENSMUSG00000019877","ENSMUSG00000019877","protein_coding","Serinc1","chr10"
"ENSMUSG00000019876","ENSMUSG00000019876","protein_coding","Pkib","chr10"
"ENSMUSG00000019874","ENSMUSG00000019874","protein_coding","Fabp7","chr10"
"ENSMUSG00000019872","ENSMUSG00000019872","protein_coding","Smpdl3a","chr10"
"ENSMUSG00000058537","ENSMUSG00000058537","protein_coding","AW822073","chr10"
"ENSMUSG00000075046","ENSMUSG00000075046","protein_coding","Duxf3","chr10"
"ENSMUSG00000075045","ENSMUSG00000075045","protein_coding","Gm4981","chr10"
"ENSMUSG00000038039","ENSMUSG00000038039","protein_coding","Gcc2","chr10"
"ENSMUSG00000019920","ENSMUSG00000019920","protein_coding","Lims1","chr10"
"ENSMUSG00000003226","ENSMUSG00000003226","protein_coding","Ranbp2","chr10"
"ENSMUSG00000038010","ENSMUSG00000038010","protein_coding","Ccdc138","chr10"
"ENSMUSG00000003227","ENSMUSG00000003227","protein_coding","Edar","chr10"
"ENSMUSG00000091526","ENSMUSG00000091526","protein_coding","BB019430","chr10"
"ENSMUSG00000091731","ENSMUSG00000091731","protein_coding","Gm17542","chr10"
"ENSMUSG00000055958","ENSMUSG00000055958","pseudogene","Gm9987","chr10"
"ENSMUSG00000037990","ENSMUSG00000037990","protein_coding","Sh3rf3","chr10"
"ENSMUSG00000019917","ENSMUSG00000019917","protein_coding","Sept10","chr10"
"ENSMUSG00000098188","ENSMUSG00000098188","protein_coding","Sowahc","chr10"
"ENSMUSG00000019916","ENSMUSG00000019916","protein_coding","P4ha1","chr10"
"ENSMUSG00000069622","ENSMUSG00000069622","protein_coding","Gm10273","chr10"
"ENSMUSG00000009646","ENSMUSG00000009646","protein_coding","Pla2g12b","chr10"
"ENSMUSG00000009654","ENSMUSG00000009654","protein_coding","Oit3","chr10"
"ENSMUSG00000009647","ENSMUSG00000009647","protein_coding","Mcu","chr10"
"ENSMUSG00000071280","ENSMUSG00000071280","protein_coding","Gm10322","chr10"
"ENSMUSG00000020111","ENSMUSG00000020111","protein_coding","Micu1","chr10"
"ENSMUSG00000020109","ENSMUSG00000020109","protein_coding","Dnajb12","chr10"
"ENSMUSG00000020108","ENSMUSG00000020108","protein_coding","Ddit4","chr10"
"ENSMUSG00000020107","ENSMUSG00000020107","protein_coding","Anapc16","chr10"
"ENSMUSG00000044475","ENSMUSG00000044475","protein_coding","Ascc1","chr10"
"ENSMUSG00000058297","ENSMUSG00000058297","protein_coding","Spock2","chr10"
"ENSMUSG00000057337","ENSMUSG00000057337","protein_coding","Chst3","chr10"
"ENSMUSG00000004207","ENSMUSG00000004207","protein_coding","Psap","chr10"
"ENSMUSG00000012819","ENSMUSG00000012819","protein_coding","Cdh23","chr10"
"ENSMUSG00000020101","ENSMUSG00000020101","protein_coding","Vsir","chr10"
"ENSMUSG00000090439","ENSMUSG00000090439","protein_coding","Gm17455","chr10"
"ENSMUSG00000020100","ENSMUSG00000020100","protein_coding","Slc29a3","chr10"
"ENSMUSG00000020099","ENSMUSG00000020099","protein_coding","Unc5b","chr10"
"ENSMUSG00000037247","ENSMUSG00000037247","lincRNA","Pldi","chr10"
"ENSMUSG00000093568","ENSMUSG00000093568","lincRNA","Gm20611","chr10"
"ENSMUSG00000093489","ENSMUSG00000093489","lincRNA","Gm20625","chr10"
"ENSMUSG00000093573","ENSMUSG00000093573","lincRNA","Gm20610","chr10"
"ENSMUSG00000020098","ENSMUSG00000020098","protein_coding","Pcbd1","chr10"
"ENSMUSG00000020097","ENSMUSG00000020097","protein_coding","Sgpl1","chr10"
"ENSMUSG00000020096","ENSMUSG00000020096","protein_coding","Tbata","chr10"
"ENSMUSG00000059901","ENSMUSG00000059901","protein_coding","Adamts14","chr10"
"ENSMUSG00000037202","ENSMUSG00000037202","protein_coding","Prf1","chr10"
"ENSMUSG00000020092","ENSMUSG00000020092","protein_coding","Pald1","chr10"
"ENSMUSG00000037171","ENSMUSG00000037171","protein_coding","Nodal","chr10"
"ENSMUSG00000020091","ENSMUSG00000020091","protein_coding","Eif4ebp2","chr10"
"ENSMUSG00000043126","ENSMUSG00000043126","protein_coding","D830039M14Rik","chr10"
"ENSMUSG00000037151","ENSMUSG00000037151","protein_coding","Lrrc20","chr10"
"ENSMUSG00000020090","ENSMUSG00000020090","protein_coding","Npffr1","chr10"
"ENSMUSG00000020089","ENSMUSG00000020089","protein_coding","Ppa1","chr10"
"ENSMUSG00000020088","ENSMUSG00000020088","protein_coding","Sar1a","chr10"
"ENSMUSG00000020087","ENSMUSG00000020087","protein_coding","Tysnd1","chr10"
"ENSMUSG00000020085","ENSMUSG00000020085","protein_coding","Aifm2","chr10"
"ENSMUSG00000020086","ENSMUSG00000020086","protein_coding","H2afy2","chr10"
"ENSMUSG00000058806","ENSMUSG00000058806","protein_coding","Col13a1","chr10"
"ENSMUSG00000046687","ENSMUSG00000046687","protein_coding","Gm5424","chr10"
"ENSMUSG00000020083","ENSMUSG00000020083","protein_coding","2010107G23Rik","chr10"
"ENSMUSG00000044312","ENSMUSG00000044312","protein_coding","Neurog3","chr10"
"ENSMUSG00000037031","ENSMUSG00000037031","protein_coding","Tspan15","chr10"
"ENSMUSG00000020081","ENSMUSG00000020081","protein_coding","Tacr2","chr10"
"ENSMUSG00000037012","ENSMUSG00000037012","protein_coding","Hk1","chr10"
"ENSMUSG00000020080","ENSMUSG00000020080","protein_coding","Hkdc1","chr10"
"ENSMUSG00000020079","ENSMUSG00000020079","protein_coding","Supv3l1","chr10"
"ENSMUSG00000097129","ENSMUSG00000097129","protein_coding","4930507D05Rik","chr10"
"ENSMUSG00000020078","ENSMUSG00000020078","protein_coding","Vps26a","chr10"
"ENSMUSG00000020077","ENSMUSG00000020077","protein_coding","Srgn","chr10"
"ENSMUSG00000036955","ENSMUSG00000036955","protein_coding","Kif1bp","chr10"
"ENSMUSG00000020075","ENSMUSG00000020075","protein_coding","Ddx21","chr10"
"ENSMUSG00000020076","ENSMUSG00000020076","protein_coding","Ddx50","chr10"
"ENSMUSG00000036923","ENSMUSG00000036923","protein_coding","Stox1","chr10"
"ENSMUSG00000020074","ENSMUSG00000020074","protein_coding","Ccar1","chr10"
"ENSMUSG00000047146","ENSMUSG00000047146","protein_coding","Tet1","chr10"
"ENSMUSG00000071253","ENSMUSG00000071253","protein_coding","Slc25a16","chr10"
"ENSMUSG00000036875","ENSMUSG00000036875","protein_coding","Dna2","chr10"
"ENSMUSG00000020070","ENSMUSG00000020070","protein_coding","Rufy2","chr10"
"ENSMUSG00000020069","ENSMUSG00000020069","protein_coding","Hnrnph3","chr10"
"ENSMUSG00000020072","ENSMUSG00000020072","protein_coding","Pbld2","chr10"
"ENSMUSG00000036816","ENSMUSG00000036816","protein_coding","Atoh7","chr10"
"ENSMUSG00000020067","ENSMUSG00000020067","protein_coding","Mypn","chr10"
"ENSMUSG00000020064","ENSMUSG00000020064","protein_coding","Herc4","chr10"
"ENSMUSG00000096991","ENSMUSG00000096991","lincRNA","Gm26789","chr10"
"ENSMUSG00000020063","ENSMUSG00000020063","protein_coding","Sirt1","chr10"
"ENSMUSG00000085372","ENSMUSG00000085372","lincRNA","Gm16145","chr10"
"ENSMUSG00000036764","ENSMUSG00000036764","protein_coding","Dnajc12","chr10"
"ENSMUSG00000048185","ENSMUSG00000048185","protein_coding","Gm7075","chr10"
"ENSMUSG00000060843","ENSMUSG00000060843","protein_coding","Ctnna3","chr10"
"ENSMUSG00000062561","ENSMUSG00000062561","protein_coding","Gm10118","chr10"
"ENSMUSG00000042846","ENSMUSG00000042846","protein_coding","Lrrtm3","chr10"
"ENSMUSG00000100528","ENSMUSG00000100528","lincRNA","Gm28881","chr10"
"ENSMUSG00000100000","ENSMUSG00000100000","lincRNA","1700023F02Rik","chr10"
"ENSMUSG00000101338","ENSMUSG00000101338","lincRNA","Gm28139","chr10"
"ENSMUSG00000097134","ENSMUSG00000097134","lincRNA","1110002J07Rik","chr10"
"ENSMUSG00000097921","ENSMUSG00000097921","lincRNA","Gm26576","chr10"
"ENSMUSG00000019873","ENSMUSG00000019873","protein_coding","Reep3","chr10"
"ENSMUSG00000037876","ENSMUSG00000037876","protein_coding","Jmjd1c","chr10"
"ENSMUSG00000075000","ENSMUSG00000075000","protein_coding","Nrbf2","chr10"
"ENSMUSG00000037868","ENSMUSG00000037868","protein_coding","Egr2","chr10"
"ENSMUSG00000057134","ENSMUSG00000057134","protein_coding","Ado","chr10"
"ENSMUSG00000074999","ENSMUSG00000074999","protein_coding","Gm10797","chr10"
"ENSMUSG00000037855","ENSMUSG00000037855","protein_coding","Zfp365","chr10"
"ENSMUSG00000037846","ENSMUSG00000037846","protein_coding","Rtkn2","chr10"
"ENSMUSG00000019947","ENSMUSG00000019947","protein_coding","Arid5b","chr10"
"ENSMUSG00000019945","ENSMUSG00000019945","protein_coding","1700040L02Rik","chr10"
"ENSMUSG00000060044","ENSMUSG00000060044","protein_coding","Tmem26","chr10"
"ENSMUSG00000019944","ENSMUSG00000019944","protein_coding","Rhobtb1","chr10"
"ENSMUSG00000090622","ENSMUSG00000090622","protein_coding","A930033H14Rik","chr10"
"ENSMUSG00000019942","ENSMUSG00000019942","protein_coding","Cdk1","chr10"
"ENSMUSG00000069601","ENSMUSG00000069601","protein_coding","Ank3","chr10"
"ENSMUSG00000048701","ENSMUSG00000048701","protein_coding","Ccdc6","chr10"
"ENSMUSG00000019933","ENSMUSG00000019933","protein_coding","Mrln","chr10"
"ENSMUSG00000037762","ENSMUSG00000037762","protein_coding","Slc16a9","chr10"
"ENSMUSG00000052426","ENSMUSG00000052426","pseudogene","Gm9877","chr10"
"ENSMUSG00000043259","ENSMUSG00000043259","protein_coding","Fam13c","chr10"
"ENSMUSG00000037747","ENSMUSG00000037747","protein_coding","Phyhipl","chr10"
"ENSMUSG00000047692","ENSMUSG00000047692","protein_coding","4930533K18Rik","chr10"
"ENSMUSG00000014329","ENSMUSG00000014329","protein_coding","Bicc1","chr10"
"ENSMUSG00000003923","ENSMUSG00000003923","protein_coding","Tfam","chr10"
"ENSMUSG00000019927","ENSMUSG00000019927","protein_coding","Ube2d1","chr10"
"ENSMUSG00000093732","ENSMUSG00000093732","lincRNA","Gm20609","chr10"
"ENSMUSG00000037710","ENSMUSG00000037710","protein_coding","Cisd1","chr10"
"ENSMUSG00000060733","ENSMUSG00000060733","protein_coding","Ipmk","chr10"
"ENSMUSG00000053830","ENSMUSG00000053830","protein_coding","Gm9923","chr10"
"ENSMUSG00000019923","ENSMUSG00000019923","protein_coding","Zwint","chr10"
"ENSMUSG00000052613","ENSMUSG00000052613","protein_coding","Pcdh15","chr10"
"ENSMUSG00000085456","ENSMUSG00000085456","lincRNA","Gm15398","chr10"
"ENSMUSG00000009070","ENSMUSG00000009070","protein_coding","Rsph14","chr10"
"ENSMUSG00000040009","ENSMUSG00000040009","protein_coding","Gnaz","chr10"
"ENSMUSG00000020175","ENSMUSG00000020175","protein_coding","Rab36","chr10"
"ENSMUSG00000009681","ENSMUSG00000009681","protein_coding","Bcr","chr10"
"ENSMUSG00000033444","ENSMUSG00000033444","protein_coding","Specc1l","chr10"
"ENSMUSG00000020178","ENSMUSG00000020178","protein_coding","Adora2a","chr10"
"ENSMUSG00000033416","ENSMUSG00000033416","protein_coding","Gucd1","chr10"
"ENSMUSG00000033427","ENSMUSG00000033427","protein_coding","Upb1","chr10"
"ENSMUSG00000020180","ENSMUSG00000020180","protein_coding","Snrpd3","chr10"
"ENSMUSG00000046807","ENSMUSG00000046807","protein_coding","Lrrc75b","chr10"
"ENSMUSG00000006345","ENSMUSG00000006345","protein_coding","Ggt1","chr10"
"ENSMUSG00000006344","ENSMUSG00000006344","protein_coding","Ggt5","chr10"
"ENSMUSG00000055872","ENSMUSG00000055872","pseudogene","Gm9985","chr10"
"ENSMUSG00000006342","ENSMUSG00000006342","protein_coding","Susd2","chr10"
"ENSMUSG00000020196","ENSMUSG00000020196","protein_coding","Cabin1","chr10"
"ENSMUSG00000001666","ENSMUSG00000001666","protein_coding","Ddt","chr10"
"ENSMUSG00000092360","ENSMUSG00000092360","protein_coding","Gm20441","chr10"
"ENSMUSG00000001665","ENSMUSG00000001665","protein_coding","Gstt3","chr10"
"ENSMUSG00000001663","ENSMUSG00000001663","protein_coding","Gstt1","chr10"
"ENSMUSG00000009093","ENSMUSG00000009093","protein_coding","Gstt4","chr10"
"ENSMUSG00000033318","ENSMUSG00000033318","protein_coding","Gstt2","chr10"
"ENSMUSG00000033307","ENSMUSG00000033307","protein_coding","Mif","chr10"
"ENSMUSG00000009092","ENSMUSG00000009092","protein_coding","Derl3","chr10"
"ENSMUSG00000000902","ENSMUSG00000000902","protein_coding","Smarcb1","chr10"
"ENSMUSG00000000901","ENSMUSG00000000901","protein_coding","Mmp11","chr10"
"ENSMUSG00000049422","ENSMUSG00000049422","protein_coding","Chchd10","chr10"
"ENSMUSG00000000903","ENSMUSG00000000903","protein_coding","Vpreb3","chr10"
"ENSMUSG00000033255","ENSMUSG00000033255","protein_coding","Gm5134","chr10"
"ENSMUSG00000049764","ENSMUSG00000049764","protein_coding","Zfp280b","chr10"
"ENSMUSG00000020226","ENSMUSG00000020226","protein_coding","Slc5a4b","chr10"
"ENSMUSG00000020229","ENSMUSG00000020229","protein_coding","Slc5a4a","chr10"
"ENSMUSG00000020230","ENSMUSG00000020230","protein_coding","Prmt2","chr10"
"ENSMUSG00000033208","ENSMUSG00000033208","protein_coding","S100b","chr10"
"ENSMUSG00000020231","ENSMUSG00000020231","protein_coding","Dip2a","chr10"
"ENSMUSG00000001151","ENSMUSG00000001151","protein_coding","Pcnt","chr10"
"ENSMUSG00000009114","ENSMUSG00000009114","protein_coding","2610028H24Rik","chr10"
"ENSMUSG00000033126","ENSMUSG00000033126","protein_coding","Ybey","chr10"
"ENSMUSG00000001150","ENSMUSG00000001150","protein_coding","Mcm3ap","chr10"
